content,followers,genre,genres,label,popularity,track
"William Thomas Dupree (birth date disputed; died January 21, 1992, in Hanover, Germany), best known as Champion Jack Dupree, was an American blues pianist. He was the embodiment of the New Orleans blues and boogie woogie pianist. On his best known album, [Blues from the Gutter](http://www.last.fm/music/Champion+Jack+Dupree/Blues+from+the+Gutter), for Atlantic in 1959, he was accompanied on guitar by [Larry Dale](http://www.last.fm/music/Larry+Dale), whose playing on that record inspired [Brian Jones](http://www.last.fm/music/Brian+Jones) of [The Rolling Stones](http://www.last.fm/music/The+Rolling+Stones). Although best known as a singer and pianist in the New Orleans style, Dupree occasionally pursued more musically adventurous projects, including Dupree `n` McPhee, a collaboration with English guitarist [Tony McPhee](http://www.last.fm/music/Tony+McPhee).      Dupree’s birth date is disputed, given as July 4, July 10, and July 23, in the years 1908, 1909, or 1910. He died January 21, 1992, in Hanover, Germany. Dupree’s playing is almost all straight blues and boogie woogie, with no ballads or pop songs, not even blues ballads. He was not a sophisticated musician or singer, but he had a wry and clever way with words: “Mama, move your false teeth, papa wanna scratch your gums.” He sometimes sang as if he had a cleft palate and even recorded under the name Harelip Jack Dupree. This was an artistic conceit, as Dupree had excellent clear articulation, particularly for a blues singer.      He sang about life as he found it, singing about jail, drinking, drug addiction, although he himself was a light drinker and did not use other drugs. His “Junker’s Blues” is still sung in New Orleans, and was also transmogrified by Fats Domino into his first hit “The Fat Man”. Dupree’s songs included not only gloomy topics, such as “TB Blues” and “Angola Blues” (about the infamous Louisiana prison farm), but also cheerful subjects like the “Dupree Shake Dance”: “Come on, mama, on your hands and knees, do that shake dance as you please”.      On his best known LP, 1958’s “Blues from the Gutter” for Atlantic, he was accompanied on guitar by Larry Dale, whose playing on that LP inspired Brian Jones (of Rolling Stones fame) (“Yeah! I have to play this… what a sound”).      It seemed that Dupree could not escape from the prejudice and racism anywhere he settled in the United States. Finally in late 1958, he decided to move to Europe. Over the next 32 years, he lived in a number of locales in Switzerland, France, England, Denmark and Germany. He also recorded a multitude of wonderful albums during this time for a long list of European labels. Among these is the outstanding live recording, “Blues at Montreaux” on Atco that also featured sax great, King Curtis.      He died from complications of cancer on January 21, 1992 in Hanover. As one of the most prolific recording Bluesmen of all time, he left a large catalog of material",15971,blues,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']",champion jack dupree,37,"[""Junker's Blues"", ""Drinkin' Wine Spodie-Odie"", 'One Scotch, One Bourbon, One Beer - Bonus track', 'Evil Woman', 'Ooh la la', 'Bad Blood', ""Can't Kick the Habit"", 'Stack-O-Lee', 'Nasty Boogie', ""Strollin'""]"
"**Pink Floyd** are a [psychedelic](http://www.last.fm/tag/psychedelic)/[progressive rock](http://www.last.fm/tag/progressive%20rock) band formed in Cambridge, England, United Kingdom in 1965. Pink Floyd is one of [rock](http://www.last.fm/tag/rock)’s most successful and influential acts, having sold over 200 million albums worldwide and with 74.5 million certified units in the United States, making them one of the best-selling artists of all time. Currently the band consists of David Gilmour (vocals, guitar) and Nick Mason (drums).      The band’s classic lineup was [Roger Waters](http://www.last.fm/music/Roger+Waters) (vocals, bass), [David Gilmour](http://www.last.fm/music/David+Gilmour) (vocals, guitar), [Rick Wright](http://www.last.fm/music/Rick+Wright) (organ, keyboards, vocals) and [Nick Mason](http://www.last.fm/music/Nick+Mason) (drums). Gilmour was brought into the band in 1968 to replace the band’s founder, singer, guitarist and songwriter [Syd Barrett](http://www.last.fm/music/Syd+Barrett), who had become increasingly erratic and departed from the band a few months after Gilmour’s addition. The band became known for their advancements in the genres of psychedelic rock and progressive rock music, philosophical lyrics, [avant- garde](http://www.last.fm/tag/avant-garde) compositions, sonic experimentation, innovative cover art and elaborate live shows.      Pink Floyd enjoyed modest success in the late-1960s as a psychedelic band led by Syd Barrett. Barrett’s increasingly erratic behavior eventually caused his colleagues to replace him after _[The Piper at the Gates of Dawn](http://www.last.fm/music/Pink+Floyd/The+Piper+at+the+Gates+of+Dawn)_ with guitarist David Gilmour. The band went on to record several elaborate concept albums; achieving worldwide success with 1973’s _[The Dark Side Of The Moon](http://www.last.fm/music/Pink+Floyd/The+Dark+Side+Of+The+Moon)_ (The second best-selling album of all time), 1975’s _[Wish You Were Here](http://www.last.fm/music/Pink+Floyd/Wish+You+Were+Here)_, 1977’s _[Animals](http://www.last.fm/music/Pink+Floyd/Animals)_, and 1979’s _[The Wall](http://www.last.fm/music/Pink+Floyd/The+Wall)_, among the best-selling, most critically acclaimed, and enduringly popular albums in rock music history. In 1985, singer and bassist Roger Waters declared Pink Floyd defunct. However, the remaining members continued recording and touring under the name, eventually reaching a settlement with Waters giving them rights to the name and most of the songs.      Pink Floyd evolved from an earlier band, formed in 1964, which was at various times called Sigma 6, The Meggadeaths, The Screaming Abdabs, and The Abdabs. When this band split up, some members — guitarists Bob Klose and Roger Waters, drummer Nick Mason, and wind instrument player Rick Wright — formed a new band called Tea Set, and were joined shortly thereafter by guitarist Syd Barrett, who became the band’s primary vocalist as well",10240396,classic,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",pink floyd,82,"['Wish You Were Here', 'Comfortably Numb', 'Another Brick in the Wall, Pt. 2', 'Money', 'Time', 'Breathe (In the Air)', 'Hey You', 'Comfortably Numb - Live', 'Brain Damage', 'Us and Them']"
"Tony Bennett (born Anthony Dominick Benedetto on August 3, 1926) is an American singer of popular music, standards and jazz. After having achieved artistic and commercial success in the 1950s and early 1960s, his career suffered an extended downturn during the height of the rock music era. Bennett staged a remarkable comeback, however, in the late 1980s and 1990s, expanding his audience to a younger generation while keeping his musical style intact. He remains a popular and critically praised recording artist and concert performer in the 2010s.      Bennett is also an accomplished painter, creating works under his birth name, Anthony Benedetto.      **Early life**   Anthony Benedetto was born in Astoria, Queens, New York City, the son of Ann (née Suraci) and John Benedetto.[1] His father was a grocer who had emigrated from Podàrgoni, a rural eastern district of the southern Italian city of Reggio Calabria, and his mother was a seamstress.[2] With two other children and a father who was ailing and unable to work, the family grew up in poverty.[3] John Benedetto died when Anthony was 10 years old.[3]      The young Benedetto grew up listening to Al Jolson, Eddie Cantor, Judy Garland and Bing Crosby as well as jazz artists such as Louis Armstrong, Jack Teagarden and Joe Venuti. An uncle was a tap dancer in vaudeville, giving him an early window into show business.[4] By age 10 he was already singing and performed at the opening of the Triborough Bridge.[5] Drawing and caricatures were also an early passion of his.[3] He attended New York’s High School of Industrial Art where he studied painting and music,[2] but dropped out at age 16 to help support his family.[6] He then set his sights on a professional singing career, performing as a singing waiter in several Queens Italian restaurants.[7]      **World War II and after**   His singing career was interrupted when Benedetto was drafted into the United States Army in November 1944 during the final stages of World War II.[3][8] He did basic training at Fort Dix and Fort Robinson, encountering bigotry due to his Italian heritage, and became an infantry rifleman.[9] Processed through the huge Le Havre “repple depple” replacement depot, in January 1945 he was assigned as a replacement infantryman to 255th Infantry Regiment of the 63rd Infantry Division, a unit filling in for heavy losses after the Battle of the Buldge.[10] He moved across France and into Germany,[3] and as March 1945 began he joined the front line and what he would later describe as a “front- row seat in hell.”[10]      As the German Army was pushed back into their homeland, Benedetto and his company saw bitter fighting in cold winter conditions, often hunkering down in foxholes as German 88 mm guns fired on them",450414,jazz,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",tony bennett,65,"['(I Left My Heart) In San Francisco', 'The Way You Look Tonight', 'One for My Baby (And One More for the Road)', 'Anything Goes', ""'S Wonderful"", 'Rags to Riches - Remastered', 'Cheek To Cheek', 'Body and Soul', 'Body And Soul', ""It Don't Mean A Thing (If It Ain't Got That Swing)""]"
"Dave Matthews Band was formed in Charlottesville, VA in 1991 by South African native singer and guitarist Dave Matthews, bassist Stefan Lessard, the late LeRoi Moore, who played a wide variety of instruments from the saxophone to the flute, violin player Boyd Tinsley, drummer Carter Beauford, and keyboardist Peter Griesar (who left the band in 1993), all of whom Dave met in Charlottesville. In 1998, the band played shows with keyboardist Butch Taylor, although he was not officially a member of the band. Taylor played with the band for the stadium runs of the 1999 and 2000 summer tours. From May 18th, 2001 on, Taylor was a permanent fixture on stage, and in 2003 was no longer listed as “special guest”. Even though he was never officially part of the lineup, the band recently announced that Butch was leaving the band via their website, and the 2008 summer tour had some of the first shows without Taylor in years. Rashawn Ross has performed at every normal show from 12.13.05 until the present, leading some to believe that he has joined the band, at least semi-permanently. It is also confirmed that Ross was in the studio with the band during the recent sessions. As of early 2009, Ross, long time collaborator Tim Reynolds, and new saxophonist Jeff Coffin are listed as “Touring Members”.      Early 1990s      In the early 1990s, the band established a cult following through relentless touring with weekly stops at Virginia clubs known as Trax and Floodzone, an active taping community, and an independent LP, [Remember Two Things](http://www.last.fm/music/Dave+Matthews+Band/Remember+Two+Things). (Keyboardist Griesar left the band in 1993, shortly before the release of “Remember Two Things”.) After signing to RCA Records, Dave Matthews Band, under the direction of producer Steve Lillywhite, released [Under The Table And Dreaming](http://www.last.fm/music/Dave+Matthews+Band/Under+The+Table+And+ Dreaming) in 1994, a critical and popular smash that firmly established the band’s style of pop-rock with improvisational leanings. Under the Table and Dreaming would be the first of three albums released under Lillywhite’s direction. This was followed by [Crash](http://www.last.fm/music/Dave+Matthews+Band/Crash) (1996). For most of America, Crash was the record that put the Dave Matthews Band on the map. Featuring the hit single “[Crash into Me](http://www.last.fm/music/Dave+Matthews+Band/_/Crash+into+Me)”, as well as fan-favorites such as “[Two Step](http://www.last.fm/music/Dave+Matthews+Band/_/Two+Step)”, “[Tripping Billies](http://www.last.fm/music/Dave+Matthews+Band/_/Tripping+Billies)”, and the Grammy-winning “[So Much To Say](http://www.last.fm/music/Dave+Matthews+Band/_/So+Much+To+Say)”, Crash would go on to be the band’s best selling album.   The [Mercy Songfacts](http://www.songfacts.com/detail.php?id=26825) reports that Lillywhite lent his skills to their 2012 album [Away From The World](http://www.last.fm/music/Dave+Matthews+Band/Away+From+The+World)",1130052,world,"['jam band', 'neo mellow', 'pop rock']",dave matthews band,70,"['Crash into Me', 'Ants Marching', 'The Space Between', 'Satellite', 'Samurai Cop (Oh Joy Begin)', '#41', 'Here On Out', 'Where Are You Going', 'Crush', 'So Much to Say']"
"**The Rolling Stones** are an English rock group that formed in London in 1962. First popular in Europe, they quickly became successful in North America during the “British Invasion” of the mid-[60s](http://www.last.fm/tag/60s). Since then, their worldwide sales are estimated at more than 200 million albums. In 1989, they were inducted into the Rock and Roll Hall of Fame, and in 2004, they ranked number 4 in Rolling Stone magazine’s 100 Greatest Artists of All Time. In 2008, Billboard magazine ranked the Rolling Stones at number ten on “The Billboard Hot 100 Top All-Time Artists”, and as the second most successful group in the Billboard Hot 100 chart.      The group was formed by [Brian Jones](http://www.last.fm/music/Brian+Jones), [Mick Jagger](http://www.last.fm/music/Mick+Jagger), [Keith Richards](http://www.last.fm/music/Keith+Richards) and [Ian Stewart](http://www.last.fm/music/Ian+Stewart), who met as schoolmates in Dartford, Kent. They took their name from a [Muddy Waters](http://www.last.fm/music/Muddy+Waters) song called “Rollin’ Stone Blues”, and made their live debut at London’s Marquee Club (minus Bill Wyman and Charlie Watts). They start playing pubs and clubs around the city and suburbs. [Bill Wyman](http://www.last.fm/music/Bill+Wyman) joined later that year (the popular story is that he was asked because he had his own amplifier).      In January 1963, [Charlie Watts](http://www.last.fm/music/Charlie+Watts) joined the Stones. The band gigged constantly, with residencies at venues like Ealing Jazz Club, Ken Colyer’s Studio 51, and Eel Pie Island in Twickenham. Their weekly performances at the Crawdaddy at Richmond’s Station Hotel resulted in ecstatic press reviews, and in April Andrew Loog Oldham saw them there and signed them to his management company the next day. He started the “Would you let your daughter marry a Rolling Stone” press campaign, which set the tone for their career.      In May 1963, the Stones were signed to Decca Records by the same man who had turned down the Beatles. A month later “Come On”, the first Rolling Stones single, was released, and reached number two in the U.K. charts.      The fifth member of the group, [Brian Jones](http://www.last.fm/music/Brian+Jones), left on 8th June 1969, saying that he wanted to form a new group. He was replaced by [Mick Taylor](http://www.last.fm/music/Mick+Taylor), formerly in [John Mayall](http://www.last.fm/music/John+Mayall)’s Bluesbreakers.      In 1971 the Stones, whose contract with Decca had expired, launched their Rolling Stones Records label. In December 1974 Taylor left the group in order to pursue a solo career. He was replaced in 1975 by [Ronnie Wood](http://www.last.fm/music/+noredirect/Ronnie+Wood).      Since Wyman left the Stones in 1993, the band has consisted of Jagger, Richards, Watts and guitarist Ronnie Wood. In studio and live performances, [Darryl Jones](http://www.last.fm/music/Darryl+Jones) (bassist) and [Chuck Leavell](http://www.last",7346175,jazz,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",the rolling stones,82,"['Beast Of Burden - Remastered', 'Gimme Shelter', 'Paint It, Black', 'Start Me Up - Remastered', 'Sympathy For The Devil - 50th Anniversary Edition', ""(I Can't Get No) Satisfaction - Mono Version"", 'Wild Horses', 'Brown Sugar - Remastered', 'Honky Tonk Women - Mono Version', ""You Can't Always Get What You Want""]"
"**Blind Melon** is a rock band from Los Angeles, United States. They were active from 1989 to 1999, and then from 2006 onward.      Best remembered for their 1993 single “[No Rain](http://www.last.fm/music/Blind+Melon/_/No+Rain)”, the group enjoyed critical and commercial success in the early 1990s with their [neo- psychedelic](http://www.last.fm/tag/neo-psychedelic) take on [alternative rock](http://www.last.fm/tag/alternative%20rock). The 1995 death of lead vocalist Shannon Hoon halted the band’s activity, and the members went on hiatus until officially disbanding in 1999. The band reformed with new lead vocalist Travis Warren in 2006, and although Warren departed two years later, he has since resumed performing with the band.  ",581301,rock,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",blind melon,64,"['No Rain', 'Change', 'Tones Of Home', 'The Pusher', 'No Rain - Remastered 2002', 'Toes Across The Floor', 'Change - 2002 Digital Remaster', 'Tones Of Home', 'Mouthful Of Cavities', 'Galaxie / Hello, Goodbye']"
"**Underworld** are a British [electronic](http://www.last.fm/tag/electronic) group formed in 1986 in Romford, Essex, England, by _Karl Hyde_ (vocals, guitar, production) and _Rick Smith_ (keyboards, production), assisted by _Darren Price_ (keyboards, production) when playing live. They are best known for their unique mix of [techno](http://www.last.fm/tag/techno), [trance](http://www.last.fm/tag/trance), [dance](http://www.last.fm/tag/dance), [ambient](http://www.last.fm/tag/ambient) and sometimes [drum and bass](http://www.last.fm/tag/drum%20and%20bass), the vocal parts performed by Hyde as spoken-word streams of consciousness, and for their outstanding live shows. The band gained worldwide fame with [Born Slippy .NUXX](http://www.last.fm/music/Underworld/_/Born+Slippy+.NUXX) from Trainspotting soundtrack.      Before Underworld, Hyde and Smith started out in 1979 on [The Screen Gemz](http://www.last.fm/music/The+Screen+Gemz) band while working together in a diner in the city of Cardiff, where both had been studying. In 1983 they recorded two albums for CBS Records with a proto-electroclash new romantic band whose name was a graphic squiggle, later entitled [Freur](http://www.last.fm/music/Freur).      In 1986 Hyde and Smith formed Underworld, after disbanding of Freur. They tried a more guitar-oriented funky electropop sound on their two albums released on Sire Records: _[Underneath the Radar](http://www.last.fm/music/Underworld/Underneath+the+Radar)_ (1987) and _[Change the Weather](http://www.last.fm/music/Underworld/Change+the+Weather)_ (1989). This initial lineup (also called Underworld Mk1) consisted of Karl Hyde, Rick Smith, Alfie Thomas, Bryn Burrows, Baz Allen and Pascal Consoli before sinking back into obscurity and disbanding in 1990.      British DJ [Darren Emerson](http://www.last.fm/music/Darren+Emerson) hooked up with Hyde and Smith in 1992 and helped them refine their sound into something more sleek and beat-oriented, yet still shot through with tinges of blues, rock and spoken-word streams of consciousness. After several releases on [Junior Boy’s Own](http://www.last.fm/label/Junior+Boy%27s+Own) as [Lemon Interupt](http://www.last.fm/music/Lemon+Interupt), the trio re-adopted the Underworld name in 1992. Two songs from this era are [Rez](http://www.last.fm/music/Underworld/_/Rez) and [Spikee](http://www.last.fm/music/Underworld/_/Spikee).      In addition to their music, Hyde and Smith are members of Tomato, a graphic design company which has done high-profile work for clients around the world as well as art for all of Underworld’s releases. Hyde, along with former Freur keyboardist John Warwicker, has also published two typographic journals, _Mmm… Skyscraper, I Love You_ (1994) and _In The Belly Of Saint Paul_ (2003).      Their first full-length, _[Dubnobasswithmyheadman](http://www.last.fm/music/Un derworld/Dubnobasswithmyheadman)_, was released in 1994 to rave reviews and is still considered a landmark",303218,blues,"['alternative dance', 'big beat', 'electronic', 'new rave', 'trip hop']",underworld,60,"['Born Slippy (Nuxx)', 'Underworld', 'Underworld', 'Hooch', 'The Underworld', 'Born Slippy (Nuxx) - Radio Edit', 'Underworld', 'Underworld', 'Jumbo', 'Disappear (Feat. Lynn Gunn)']"
"A perennial favorite as the best DJ in the world according to fans as well as the major mixing magazines, Carl Cox has been a part of Britain’s dance scene from the heady days of disco through to the global clubland of the new millennium, with temporary pit stops covering hip-hop, the rare groove movement, and the immense rave revolution of the late ’80s. That large span of time has undoubtedly affected his choice of records, since Cox routinely detours through breakbeat, Italian house, and the dance mainstream during his usual sets of hard techno. Perhaps the best testament to his mixing skills is his immense popularity despite his focus on music much more intense than the brand of arena trance spawned by Oakenfold, Sasha, Digweed, and others.      Cox was born in Oldham in 1962, to parents originally from Barbados (they later moved back after he grew up). Cox began DJing family get-togethers at the age of eight, selecting records from his parents’ stack of soul 45s. He was buying his own records soon after, and owned his first pair of turntables at the age of 15. The rest of his teens was spent making spare money at any event he could DJ; though Cox studied electrical engineering in college, he quit after six months and began working various jobs until he could become a full-time DJ.      Cox had followed the musical trends from disco to rare groove on to hip-hop during the late ’70s and early ’80s, but the introduction of house into Britain during the middle part of the decade convinced him that he had found his niche. After moving to Brighton in 1986, his reputation bloomed during the acid house explosion of 1988-1989; Cox played the opening night at Shoom, one of the defining club nights of Britain’s house revolution (as well as other legendary hot spots like Land of Oz and Spectrum). In front of 15,000 at the 1989 open-air event Sunrise, he unveiled his use of three decks on the mix; that signature technique built him into one of the top DJs of the late ’80s and early ’90s.      By 1992 Cox had signed an unheard-of long-term production deal with Paul Oakenfold’s Perfecto Records and hit number 23 on the British charts with his debut single, “I Want You (Forever).” His second single, “Does It Feel Good to You,” also reached the Top 40, and he quickly diversified by setting up his own record label (Worldwide Ultimatum) and an international DJ agency (Ultimate). The onset of a more hardcore rave sound (and the fact that he was increasingly becoming pigeonholed within it) forced Cox to spend several years reestablishing his niche. In a bit of irony, commercial successes like Cox’s own steered him away from high-BPM candy-core and toward the still soulful house and techno scene.      Three years after his hit singles, Cox returned with the first volume in what became a genre-defining mix compilation series, F.A.C.T.: Future Alliance of Communications and Tecknology",432692,soul,"['house', 'minimal techno', 'schranz', 'tech house', 'uk tech house']",carl cox,57,"[""Dr. Funk (Riva Starr Mo' Funk Mix)"", 'Finder - Carl Cox Remix Edit', 'I Want You (Forever) - Josh Butler Remix - Radio Edit', 'Inferno', 'Lost - Carl Cox Remix', 'This Is Our Time - Filth Mix', 'The First Step - Carl Cox Remix', ""Dr. Funk (Riva Starr Mo' Disco Remix)"", 'Your Light Shines On', ""See You Next Tuesday - Danny Tenaglia's Return to Twilo Mix""]"
"Sean John Combs (born November 4, 1969, New York, New York) is a famous record producer and entertainment mogul who presides over a media empire that includes the record label Bad Boy Entertainment, the clothing lines Sean John and Sean by Sean Combs, a movie production company, and a restaurant chain. He has taken the roles of recording executive, producer, writer, arranger, clothing designer, actor, singer and rapper.      Early years      Combs was born in the public housing projects of the Harlem neigborhood of New York City, the son of Janice and Melvin Combs. He grew up in Mount Vernon. When Combs was a child, his father, aged 33, an associate of Frank Lucas the New York drug lord, was shot dead in his car at a Manhattan park after attending a party. Lucas and rival gangster Nicky Barnes both publicly state that they were close to Melvin.      Combs played football at the Roman Catholic Mount Saint Michael Academy. He played defense and, in 1986 when he was a senior, his team won a division title. Combs has “fond memories” of his high school buddies, one of whom (the team quarterback) was Andrew Campos, a reputed Gambino crime family enforcer. Combs is not alleged, either in court papers or by law enforcement sources, to have engaged in any wrongdoing in any of his dealings with Campos. He completed his secondary education in 1987.      Combs says he was given the nickname “Puff” as a child because he would “huff and puff” when he was angry,and “Daddy” was another version of “player.”         Uptown Records      Combs attended Howard University in Washington, DC, where he showed a penchant for marketing and gained a reputation as a party promoter. He eventually became an intern at New York’s Uptown Records.[5] For some time he would travel back and forth between Washington and New York, juggling his classes and his internship, before eventually dropping out of Howard when he became a top executive at Uptown. He was instrumental in developing Jodeci and signing and producing Mary J. Blige.      In 1991 Combs promoted a concert, headlined by Heavy D. and held at the City College of New York gymnasium, following an AIDS charity basketball game. The event was overcrowded since it was oversold to almost twice capacity, while thousands without tickets were outside. To keep them out Combs’ people shut the only door to a stairwell and put a table behind it, though the crowd jammed inside was pounding on the door and pleading for help. When the crowd outside broke several glass doors in an attempt to get in a stampede ensued inside the gymnasium in which nine people died. In a 1999 ruling, a Court of Claims judge found Puff Daddy and Heavy D. responsible for 50 percent of the incident. City College bore the rest of the responsibility in part for abandoning security responsibility to Puff Daddy though they knew the event was oversold",1060596,,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",puff daddy,78,"['Young Nigga (feat. Puff Daddy)', 'Mo Money Mo Problems - 2014 Remaster', 'Hate Me Now (feat. Puff Daddy)', 'Puff Daddy', 'I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)', ""I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster"", ""I'll Be Missing You (feat. 112)"", 'Bump, Bump, Bump', ""I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix"", 'Last Night']"
"Gertrude Pridgett Rainey, better known as **Ma Rainey** (Columbus, Georgia, April 26, 1886 – Columbus, Georgia, December 22, 1939), was one of the earliest known professional [blues](http://www.last.fm/tag/blues) singers and one of the first generation of such singers to record. She was billed as The Mother of the Blues. She did much to develop and popularize the form and was an important influence on younger blues women, such as [Bessie Smith](http://www.last.fm/music/Bessie+Smith), and their careers.      She first appeared on stage in Columbus in “A Bunch of Blackberries” at the age of 14. She then joined a traveling vaudeville troupe, the Rabbit Foot Minstrels. After hearing a blues song at a theater in St. Louis sung by a local girl in 1902, she started performing in a blues style. She claimed at that time that she was the one who coined the name “blues” for the style that she specialized in. Musicians and singers who had sang and played in the style said there were no such origins and that the blues had always been. A pioneer in the style, [Bunk Johnson](http://www.last.fm/music/Bunk+Johnson) said that in the 1880s the blues had already been developed.      She married fellow vaudeville singer William ‘Pa’ Rainey in 1904, changing her name to **Ma Rainey**. The pair toured with the Rabbit Foot Minstrels as Rainey & Rainey, Assassinators of the Blues, singing a mix of blues and popular songs. In 1912, she took the young [Bessie Smith](http://www.last.fm/music/Bessie+Smith) into the Rabbit Foot Minstrels, trained her, and worked with her until Smith left in 1915.      Also known, though less discussed, is the fact that she was bisexual. Rainey never shied away from her feelings in her music, as is apparent in the lyrics of “Prove It On Me”:      “Went out last night with a crowd of my friends,   They must have been women, ‘cause I don’t like no men.   Wear my clothes just like a fan, Talk to gals just like any old man   ‘Cause they say I do it, ain’t nobody caught me, Sure got to prove it on me.”      Rainey was outspoken on women’s issues and a role model for future women entertainers who took control of their own careers.      **Ma Rainey** was already a veteran performer with decades of touring with African-American shows in the U.S. Southern States when she made her first recordings in 1923. Rainey signed with Paramount Records and, between 1923 and 1928, she recorded 100 songs, sometimes accompanied such [jazz](http://www.last.fm/tag/jazz) notables as [Louis Armstrong](http://www.last.fm/music/Louis+Armstrong), [Kid Ory](http://www.last.fm/music/Kid+Ory), [Fletcher Henderson](http://www.last.fm/music/Fletcher+Henderson) and others. Rainey was extremely popular among southern blacks in the 1920s, but the Great Depression and changing tastes ended her career by 1933, when she retired.      Rainey died of a heart attack in 1939.      The 1982 August Wilson play Ma Rainey’s Black Bottom was based on her.  ",13798,blues,"['blues', 'traditional blues']",ma rainey,32,"['Runaway Blues', 'Booze And Blues', 'Prove It On Me Blues', 'Cell Bound Blues', 'See See Rider Blues (Take 1)', '""Ma"" Rainey\'s Black Bottom', ""Stack O'Lee Blues"", ""Countin' The Blues"", ""Stack O' Lee Blues"", 'See See Rider']"
"Bad Company is a 1970s British blues-rock group fronted by Paul “The Voice” Rodgers. Their name came from a ‘70s Western movie and they were formed by former members of [Mott the Hoople](http://www.last.fm/music/Mott+the+Hoople), [Free](http://www.last.fm/music/Free), and [King Crimson](http://www.last.fm/music/King+Crimson). Members were Paul Rodgers (singer/pianist), Mick Ralphs (guitarist), Boz Burrell (bassist), and Simon Kirke (drummer).      Their hits include “Shooting Star,” “Bad Company,” “Feel Like Makin’ Love,” “Rock ‘N’ Roll Fantasy,” “Ready for Love,” and “Can’t Get Enough,” most of which are off of the albums Straight Shooter and Bad Company.      In the mid 80`s Rodgers & Burrell left the band. New singer Brian Howe, who had worked with Ted Nugent earlier, made 4 albums with the band. Year 1990`s LP Holy water contained big hit “If you needed somebody”. Their style was then more like melodic rock.      In mid 1990`s Howe left the band and solo artist Robert Hart replaced him. Also other guitarist Dave Colwell & basist Rick Wills joined to group. In 2000`s Paul Rodgers came back to make the new album with old band members Kirke, Ralphs & other guys. They got a hit with the song “Joe Fabulous” what was number 1 on Classic Rock Radio. After that recording all original members left the band and new line-up members came to band. Robert Hart became again the band´s singer.    ",3446308,classic,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",bad company,79,"['Bad Company', ""Feel Like Makin' Love - 2015 Remastered Version"", 'Bad Company - 2015 Remaster', 'Bad Company (feat. BlocBoy JB)', 'Shooting Star - 2015 Remastered Version', ""Can't Get Enough - 2015 Remaster"", ""Rock 'n' Roll Fantasy - Remastered Version"", 'Bad Company', 'Bad Company', 'Bad Loves Company']"
"Paul Smith ([Spinback](http://www.last.fm/music/Spinback)) and Jason Greenhalgh ([Q Project](http://www.last.fm/music/Q+Project)) are two of the most prolific producers within the drum & bass movement, recording for a plethora of different labels under a range of monikers. The pair first met in 1987, both living on Blackbird Leys estate in Oxford, England and brought together through a mutual love of hip-hop. Distracted by the arrival of hardcore in the early nineties, record collecting was quickly followed by DJ’ing and eventually production. Greenhalgh was the first into the studio, with “Freestyle Fanatic” launching his career in 1991. However it was the establishment of the Legend imprint and specifically Greenhalgh’s “Champion Sound”, which really took their profile above and beyond the slew of anonymous white labels that were dominating the music at the time.   In 1994, the pair started recording together, with “Got to Believe” the first in a series of records which pushed the label away from the fizzling darkside movement and more towards the epic string sections and rolling beats which started to appear on labels like Lucky Spin, Basement and Good Looking. After six years of recording singles for others, the pair established the CIA label in the closing months of 1997 with the help of Brillo from Timeless. The release of their Silent Reign EP for Goldie’s Metalheadz breathed a new lease of life into the project, and the pair achieved a further boost with a well- timed Bad Company remix of “Champion Sound” which conjured further interest in what they were doing at their own label. Their debut album Advance exposed a further field of interest, with downtempo experiments logged as a series of “Breaks” on the majority of their early EP’s extended to some superb deep house, this breadth taken a step further with their Skin Deep imprint which has forged broken beat to considerable acclaim. Their pioneering of a revival in old-school sounds and arrangements, together with Digital and Reinforced, dominated drum & bass throughout 2001.      and a darn good lookin couple o’ chaps n’ all.    ",12284,,"['drum and bass', 'drumfunk', 'jump up', 'jungle', 'liquid funk', 'neurofunk', 'uk dnb']",total science,37,"['Walk the Same Line (Calibre Remix)', 'Betamax', 'Salvation', 'Piano Funk - Original Mix', 'What Now?', 'Cold Harsh Air', ""Dog's Dinner"", 'Soul Patrol - Marky & S.P.Y Super Jungle Remix', 'Piano Funk', '3 Way']"
